paper_id,text_length,num_chunks,has_reference,num_formulas,num_tables,num_figures,time_text_only,time_multimodal,text_rouge1,text_rouge2,text_rougeL,text_bleu,multi_rouge1,multi_rouge2,multi_rougeL,multi_bleu,improvement_rouge1,improvement_rouge2,improvement_rougeL,improvement_bleu
2004.05150v2,77309,95,True,1,2,2,44.35848307609558,56.095876693725586,0.2869955107120595,0.033898300086182866,0.2600896811156469,0.02171194631897316,0.3375527376809273,0.1038960988994774,0.3122362819847247,0.1117175689684423,17.61603407782623,206.4935369482614,20.049469338958975,414.5442390432635
2004.08022v2,43516,53,True,5,2,2,46.99457406997681,61.56929302215576,0.19379844465566987,0.016997162243178064,0.19379844465566987,0.011035260434043183,0.21455938200554908,0.02890172924454624,0.19157087625842267,0.010775880852327396,10.712643946532221,70.03855603099959,-1.149425322378108,-2.3504618061900486
2004.10934,68498,89,True,0,2,2,46.0088906288147,59.43482494354248,0.1428571378857427,0.006825933569410407,0.1176470538521293,0.005463029114554532,0.12727272227272746,0.0,0.11818181318181839,0.005303515282077661,-10.909091308744875,-100.0,0.45454544944340963,-2.919878864491068
2005.11401v4,88263,108,True,3,2,2,48.24460434913635,55.77026009559631,0.2619047569160999,0.045325774206358,0.23015872517006813,0.044105562006463234,0.279835385983844,0.028818439013363586,0.2551440279591526,0.03816041050276792,6.846240319906875,-36.41931215083111,10.855683516070222,-13.479369116357947
2005.14165v4,289649,343,True,1,2,2,44.25148034095764,67.6739592552185,0.236111106373698,0.02525252059738888,0.20833332859592024,0.004723281593234692,0.21985815135430825,0.015789469182826768,0.18439715844650684,0.006293164971731008,-6.883604616915334,-37.47369050969349,-11.489361932981732,33.23713286002069
2006.11239v2,73857,92,True,5,2,2,51.56448006629944,58.62528204917908,0.22439023903200483,0.01526717075461955,0.17560975122712683,0.013576603084289582,0.22439023903200483,0.0077519331434439225,0.20487804391005365,0.01222440645578017,0.0,-49.2248218871965,16.666667128906955,-9.959756649836295
2006.11316v1,92776,113,True,5,2,0,46.690895318984985,58.88023543357849,0.16600790024527814,0.012383896084503807,0.16600790024527814,0.010500361224858616,0.227941171492485,0.022857137893878627,0.20588234796307323,0.012122050132544677,37.30742401759187,84.57146069305423,24.019608499884786,15.444124949214752
2007.14062v2,159570,194,True,5,2,2,44.28469443321228,55.75491404533386,0.18834080217579294,0.020547940224480473,0.1793721923103221,0.006503305373510608,0.2511210712340888,0.041379305368609405,0.23318385150314716,0.017707368663854504,33.333334218093746,101.3793349433185,30.000000836098632,172.2825954933703
2009.10181v5,89771,117,True,3,2,2,44.51459836959839,72.34926557540894,0.2795698875132643,0.045977006605892975,0.24372759360645432,0.05676900454972429,0.3131672548199745,0.062322941264275046,0.2704626284854549,0.07149622110015987,12.017520057526283,35.5524116619784,10.96922776916654,25.94235475370353
2010.16011v3,54154,66,True,5,2,2,46.347325563430786,56.64518141746521,0.25992779286840706,0.027855148281904333,0.21660649322941794,0.0068796351496174975,0.25095056544116595,0.02949852025756903,0.23574143996588076,0.01294797298729153,-3.4537389511809478,5.8997064349942345,8.833967279178522,88.20726253210431
2012.09699v2,49325,63,True,5,2,1,40.55012512207031,82.26439595222473,0.3041825045508827,0.04931506375169871,0.2585551281250272,0.03027604334299437,0.2702702653329558,0.03199999518947628,0.22393821900090946,0.013913863824966916,-11.148648824493513,-35.111114626970334,-13.388598932517915,-54.043321753314665
